siteVWC,yearVWC,octVWC5mean,octVWC5sd,octVWC20mean,octVWC20sd,octVWC50mean,octVWC50sd,novVWC5mean,novVWC5sd,novVWC20mean,novVWC20sd,novVWC50mean,novVWC50sd,decVWC5mean,decVWC5sd,decVWC20mean,decVWC20sd,decVWC50mean,decVWC50sd,janVWC5mean,janVWC5sd,janVWC20mean,janVWC20sd,janVWC50mean,janVWC50sd,febVWC5mean,febVWC5sd,febVWC20mean,febVWC20sd,febVWC50mean,febVWC50sd,marVWC5mean,marVWC5sd,marVWC20mean,marVWC20sd,marVWC50mean,marVWC50sd,aprVWC5mean,aprVWC5sd,aprVWC20mean,aprVWC20sd,aprVWC50mean,aprVWC50sd,mayVWC5mean,mayVWC5sd,mayVWC20mean,mayVWC20sd,mayVWC50mean,mayVWC50sd,junVWC5mean,junVWC5sd,junVWC20mean,junVWC20sd,junVWC50mean,junVWC50sd,julVWC5mean,julVWC5sd,julVWC20mean,julVWC20sd,julVWC50mean,julVWC50sd,augVWC5mean,augVWC5sd,augVWC20mean,augVWC20sd,augVWC50mean,augVWC50sd,sepVWC5mean,sepVWC5sd,sepVWC20mean,sepVWC20sd,sepVWC50mean,sepVWC50sd,ondVWC5mean,ondVWC5sd,ondVWC20mean,ondVWC20sd,ondVWC50mean,ondVWC50sd,jfmVWC5mean,jfmVWC5sd,jfmVWC20mean,jfmVWC20sd,jfmVWC50mean,jfmVWC50sd,amjVWC5mean,amjVWC5sd,amjVWC20mean,amjVWC20sd,amjVWC50mean,amjVWC50sd,jasVWC5mean,jasVWC5sd,jasVWC20mean,jasVWC20sd,jasVWC50mean,jasVWC50sd,preonsetVWC5,preonsetVWC5sd,preonsetVWC20,preonsetVWC20sd,preonsetVWC50,preonsetVWC50sd,
305,2008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.847,1.9906,21.98,0.75585,NaN,NaN,7.7871,1.0686,21.113,0.55362,NaN,NaN,3.3167,0.85504,19.81,0.54352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6516,3.7456,20.969,1.0849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,2009,4.0742,0.80992,18.884,0.29337,NaN,NaN,4.0567,2.7449,17.707,1.3251,NaN,NaN,0.0033333,0.018257,16.155,0.13623,NaN,NaN,0.41,0.50878,16.161,0.11741,NaN,NaN,4.85,1.5569,16.421,0.18127,NaN,NaN,8.3484,0.66477,16.668,0.15575,NaN,NaN,13.03,3.9768,19.243,3.219,NaN,NaN,19.094,2.2262,26.129,2.8889,NaN,NaN,13.193,1.9532,21.307,0.98993,NaN,NaN,1.471,2.5174,12.923,4.734,NaN,NaN,0,0,7.8419,1.2548,NaN,NaN,0,0,5.9833,0.51467,NaN,NaN,2.7264,2.5167,17.58,1.3676,NaN,NaN,4.5719,3.4545,16.417,0.25975,NaN,NaN,15.149,4.0135,22.269,3.8638,NaN,NaN,0.49565,1.6056,8.9478,4.085,NaN,NaN,4.0733,0.71959,18.973,0.1831,NaN,NaN
305,2010,0.76774,1.1447,12.2,2.8694,NaN,NaN,3.97,2.7728,15.35,1.0721,NaN,NaN,0,0,4.5871,2.8992,NaN,NaN,0,0,3.3323,0.27372,NaN,NaN,0,0,3.4929,0.33767,NaN,NaN,0,0,4.2742,0.35774,NaN,NaN,0.013333,0.07303,7.29,2.8349,NaN,NaN,4.5032,3.8215,19.774,5.1698,NaN,NaN,7.96,3.6248,18.79,1.9961,NaN,NaN,0.0032258,0.017961,8.2355,2.3332,NaN,NaN,1.6968,2.5674,10.323,3.6218,NaN,NaN,0,0,5.8467,0.59927,NaN,NaN,1.5533,2.4165,10.662,5.1453,NaN,NaN,0,0,3.7067,0.52762,NaN,NaN,4.1626,4.4372,15.334,6.7174,NaN,NaN,0.57283,1.6799,8.1598,3.0972,NaN,NaN,0.12,0.24842,13.64,1.3886,NaN,NaN
305,2011,1.6367,2.9174,10.037,4.1415,NaN,NaN,9.4667,1.2383,15.94,0.55622,NaN,NaN,7.5097,0.33601,14.3,0.30221,NaN,NaN,7.9387,0.65913,14.448,0.27793,NaN,NaN,9.0607,0.36852,15.321,0.28849,NaN,NaN,9.5355,0.51868,15.797,0.26139,NaN,NaN,12.127,0.71145,17.083,0.45719,NaN,NaN,14.126,1.5181,20,3.9142,NaN,NaN,14.143,4.6132,22.253,3.4925,NaN,NaN,2.2419,1.7002,12.981,2.2264,NaN,NaN,0.29,0.60364,6.1645,0.69644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2187,3.7899,13.435,3.4432,NaN,NaN,8.8378,0.86318,15.184,0.63208,NaN,NaN,13.473,2.9478,19.781,3.6857,NaN,NaN,NaN,NaN,8.4876,3.5883,NaN,NaN,0.46,1.2211,10.067,1.411,NaN,NaN
306,1998,NaN,NaN,3.3032,2.7139,2.1903,1.7685,NaN,NaN,7.3533,0.75737,4.4069,0.73287,NaN,NaN,5.8,0.54955,3.0871,0.25787,NaN,NaN,4.7968,0.15808,2.3903,0.16402,NaN,NaN,5.2357,0.12828,2.25,0.069389,NaN,NaN,5.7161,0.4132,2.3613,0.09549,NaN,NaN,7.2,0.5452,3.2067,0.5278,NaN,NaN,10.274,0.54343,6.0226,0.46955,NaN,NaN,11.237,0.30341,6.66,0.24997,NaN,NaN,5.8645,2.9593,3.7613,1.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4652,2.3486,3.2022,1.4341,NaN,NaN,5.25,0.46718,2.3367,0.13107,NaN,NaN,9.578,1.7869,5.3044,1.5622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,1999,NaN,NaN,4.3161,0.55263,2.2097,0.55339,NaN,NaN,3.3967,0.11885,1.3733,0.073968,NaN,NaN,4.0767,0.25282,1.3767,0.077385,NaN,NaN,4.4233,0.072793,1.49,0.030513,NaN,NaN,4.7464,0.15271,1.5214,0.091721,NaN,NaN,5.6935,0.91029,2.3032,1.0512,NaN,NaN,8.0367,0.93495,5.5633,1.9304,NaN,NaN,9.6258,0.66682,7.9935,1.7742,NaN,NaN,11.96,1.4122,9.34,0.90462,NaN,NaN,6.4067,3.8173,4.3967,2.503,NaN,NaN,0.12258,0.23052,0.0064516,0.035921,NaN,NaN,0,0,0,0,NaN,NaN,3.9341,0.52941,1.6593,0.5138,NaN,NaN,4.9674,0.77044,1.7831,0.72523,NaN,NaN,9.8714,1.9156,7.6363,2.2266,NaN,NaN,2.1538,3.7026,1.4516,2.5164,NaN,NaN,3.5933,0.17512,1.4867,0.14573
306,2000,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0.13667,0.53336,NaN,NaN,3.0097,1.2647,2.3871,0.31384,NaN,NaN,3.7226,0.04973,1.7387,0.15205,NaN,NaN,3.7448,0.073612,1.4966,0.086531,NaN,NaN,4.0161,0.30994,1.6484,0.26817,NaN,NaN,9.4667,1.5459,6.9467,1.8431,NaN,NaN,11.2,0.94092,7.9258,0.82339,NaN,NaN,10.203,2.1477,6.6033,1.6705,NaN,NaN,2.2194,1.3205,0.91935,1.2729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0141,1.6042,0.84891,1.1584,NaN,NaN,3.8297,0.22973,1.6308,0.2096,NaN,NaN,10.3,1.7507,7.167,1.5938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
306,2001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.81,0.60364,4.5733,0.61696,NaN,NaN,7.6194,0.20884,3.3581,0.2078,NaN,NaN,7.2613,0.10223,2.9355,0.098483,NaN,NaN,6.9464,0.15026,2.6393,0.099403,NaN,NaN,6.9548,0.59991,2.7774,0.6438,NaN,NaN,8.8767,0.87992,4.5367,0.93973,NaN,NaN,13.752,1.937,7.871,1.065,NaN,NaN,11.037,1.6947,4.9667,0.85876,NaN,NaN,2.7742,1.1756,0.32581,0.68458,NaN,NaN,0.71935,0.46074,0.066667,0.29866,NaN,NaN,1.44,1.3533,1.39,1.8762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0578,0.39205,2.7889,0.40069,NaN,NaN,11.249,2.5444,5.8143,1.7722,NaN,NaN,1.6467,1.3599,0.59121,1.2837,NaN,NaN,NaN,NaN,NaN,NaN
306,2002,NaN,NaN,1.9065,2.8425,2.3742,2.7443,NaN,NaN,8.8467,0.42323,5.4033,1.1503,NaN,NaN,8.2871,0.067042,4.2,0.13416,NaN,NaN,8.2968,0.065746,4.0387,0.06672,NaN,NaN,8.125,0.10408,3.8036,0.083808,NaN,NaN,8.0548,0.06239,3.6226,0.084497,NaN,NaN,9.76,0.92572,6.2621,1.6554,NaN,NaN,11.329,1.0241,8.5129,1.4509,NaN,NaN,12.95,1.9281,8.2333,1.8779,NaN,NaN,2.9742,2.5108,1.1161,1.6884,NaN,NaN,0.34194,0.30307,0,0,NaN,NaN,1.1133,2.4877,0.075862,0.33981,NaN,NaN,6.3196,3.575,3.9772,2.115,NaN,NaN,8.16,0.12965,3.8222,0.19067,NaN,NaN,11.346,1.8761,7.6944,1.9289,NaN,NaN,1.4804,2.308,0.4044,1.1188,NaN,NaN,0.093333,0.17915,0,0
306,2003,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0.0064516,0.035921,0.72581,1.9873,NaN,NaN,9.3107,0.64712,5.5214,1.4938,NaN,NaN,8.7806,0.38766,4.2548,0.24609,NaN,NaN,11.477,2.1482,6.01,1.0489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.427,3.6874,9.0667,2.3678,NaN,NaN,2.8903,2.8238,1.2387,1.794,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,5.9233,4.3389,3.4333,2.4877,NaN,NaN,13.739,3.646,7.7966,2.4592,NaN,NaN,0.97391,2.125,0.41739,1.1864,NaN,NaN,0,0,0,0
