siteVWC,yearVWC,octVWC5mean,octVWC5sd,octVWC20mean,octVWC20sd,octVWC50mean,octVWC50sd,novVWC5mean,novVWC5sd,novVWC20mean,novVWC20sd,novVWC50mean,novVWC50sd,decVWC5mean,decVWC5sd,decVWC20mean,decVWC20sd,decVWC50mean,decVWC50sd,janVWC5mean,janVWC5sd,janVWC20mean,janVWC20sd,janVWC50mean,janVWC50sd,febVWC5mean,febVWC5sd,febVWC20mean,febVWC20sd,febVWC50mean,febVWC50sd,marVWC5mean,marVWC5sd,marVWC20mean,marVWC20sd,marVWC50mean,marVWC50sd,aprVWC5mean,aprVWC5sd,aprVWC20mean,aprVWC20sd,aprVWC50mean,aprVWC50sd,mayVWC5mean,mayVWC5sd,mayVWC20mean,mayVWC20sd,mayVWC50mean,mayVWC50sd,junVWC5mean,junVWC5sd,junVWC20mean,junVWC20sd,junVWC50mean,junVWC50sd,julVWC5mean,julVWC5sd,julVWC20mean,julVWC20sd,julVWC50mean,julVWC50sd,augVWC5mean,augVWC5sd,augVWC20mean,augVWC20sd,augVWC50mean,augVWC50sd,sepVWC5mean,sepVWC5sd,sepVWC20mean,sepVWC20sd,sepVWC50mean,sepVWC50sd,ondVWC5mean,ondVWC5sd,ondVWC20mean,ondVWC20sd,ondVWC50mean,ondVWC50sd,jfmVWC5mean,jfmVWC5sd,jfmVWC20mean,jfmVWC20sd,jfmVWC50mean,jfmVWC50sd,amjVWC5mean,amjVWC5sd,amjVWC20mean,amjVWC20sd,amjVWC50mean,amjVWC50sd,jasVWC5mean,jasVWC5sd,jasVWC20mean,jasVWC20sd,jasVWC50mean,jasVWC50sd,preonsetVWC5,preonsetVWC5sd,preonsetVWC20,preonsetVWC20sd,preonsetVWC50,preonsetVWC50sd,
305,2008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,2009,4.004,0.92664,18.865,0.28705,NaN,NaN,4.0093,2.8071,17.611,1.2931,NaN,NaN,0.0077869,0.040947,16.158,0.1463,NaN,NaN,0.43614,0.55488,16.149,0.14586,NaN,NaN,4.9385,1.4551,16.423,0.1908,NaN,NaN,8.3578,0.70281,16.67,0.14515,NaN,NaN,13.057,3.7202,19.379,3.1633,NaN,NaN,19.274,2.7137,26.262,3.7169,NaN,NaN,13.27,1.9808,21.243,0.97705,NaN,NaN,1.4618,2.3626,12.721,4.6,NaN,NaN,0,0,7.6946,1.2154,NaN,NaN,0,0,5.9575,0.50519,NaN,NaN,2.6725,2.5359,17.545,1.3478,NaN,NaN,4.5808,3.4334,16.414,0.26942,NaN,NaN,15.249,4.0934,22.346,4.1016,NaN,NaN,0.49124,1.5333,8.8228,3.9915,NaN,NaN,3.8976,0.73219,18.936,0.16854,NaN,NaN
305,2010,0.78581,1.1674,12.212,2.8438,NaN,NaN,3.674,2.8202,15.271,1.0638,NaN,NaN,0,0,4.4101,2.6196,NaN,NaN,0,0,3.3404,0.30119,NaN,NaN,0,0,3.5062,0.32425,NaN,NaN,0,0,4.3392,0.40314,NaN,NaN,0.022702,0.11141,7.4648,2.9234,NaN,NaN,4.5837,4.028,20,5.7469,NaN,NaN,7.9531,3.714,18.634,2.1234,NaN,NaN,0.029986,0.12655,8.0856,2.2153,NaN,NaN,1.7169,2.4218,10.19,3.4858,NaN,NaN,0.0030726,0.037645,5.7903,0.53237,NaN,NaN,1.4647,2.3514,10.591,5.1268,NaN,NaN,0,0,3.7358,0.56162,NaN,NaN,4.1872,4.5294,15.431,6.8512,NaN,NaN,0.58989,1.6211,8.0485,3.0082,NaN,NaN,0.082583,0.19058,13.685,1.0897,NaN,NaN
305,2011,1.8834,3.0359,10.297,4.2663,NaN,NaN,9.3642,1.2172,15.951,0.50653,NaN,NaN,7.4912,0.35169,14.291,0.29465,NaN,NaN,7.9048,0.64733,14.452,0.26767,NaN,NaN,9.0168,0.33549,15.356,0.27582,NaN,NaN,9.6368,0.57803,15.825,0.2957,NaN,NaN,12.138,0.75359,17.073,0.45078,NaN,NaN,14.135,1.5019,20.113,4.0798,NaN,NaN,14.238,4.8356,22.355,4.4253,NaN,NaN,2.3731,1.7194,12.755,2.2525,NaN,NaN,0.39526,0.84905,6.0834,0.69966,NaN,NaN,0.010556,0.059304,6.0434,0.62354,NaN,NaN,6.2132,3.7069,13.486,3.4477,NaN,NaN,8.8452,0.90827,15.209,0.64267,NaN,NaN,13.512,3.0981,19.858,4.1048,NaN,NaN,0.94581,1.5262,8.334,3.4716,NaN,NaN,0.3,0.88176,10.162,1.2119,NaN,NaN
306,1998,NaN,NaN,3.3331,2.7014,2.2,1.7559,NaN,NaN,7.3459,0.75612,4.5039,0.90384,NaN,NaN,5.8,0.5417,3.0871,0.25419,NaN,NaN,4.7968,0.15582,2.3903,0.16168,NaN,NaN,5.2357,0.12625,2.25,0.068291,NaN,NaN,5.7161,0.4073,2.3613,0.094127,NaN,NaN,7.2017,0.53765,3.2084,0.52044,NaN,NaN,10.274,0.5367,6.0215,0.46345,NaN,NaN,11.238,0.30334,6.6588,0.24987,NaN,NaN,5.8526,2.917,3.7567,1.2256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4725,2.3289,3.2439,1.485,NaN,NaN,5.25,0.4649,2.3367,0.13043,NaN,NaN,9.565,1.7788,5.2929,1.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,1999,NaN,NaN,4.3108,0.55171,2.2041,0.5524,NaN,NaN,3.3967,0.1171,1.3733,0.072877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4167,0.082161,1.4833,0.045433,NaN,NaN,4.7464,0.15029,1.5214,0.09027,NaN,NaN,5.6935,0.8973,2.3032,1.0362,NaN,NaN,8.0384,0.92343,5.5722,1.9085,NaN,NaN,9.6178,0.66512,7.9382,1.7432,NaN,NaN,11.96,1.3913,9.34,0.89128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12258,0.22723,0.0064516,0.035408,NaN,NaN,0,0,0,0,NaN,NaN,3.9301,0.52921,1.6581,0.51171,NaN,NaN,4.9652,0.7686,1.7809,0.72284,NaN,NaN,9.8794,1.9148,7.6258,2.2116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6053,0.16789,1.492,0.14401
306,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,2001,NaN,NaN,7.2986,3.89,4.6145,2.6953,NaN,NaN,8.81,0.59473,4.5733,0.60786,NaN,NaN,7.6194,0.20586,3.3581,0.20484,NaN,NaN,7.2613,0.10077,2.9355,0.097078,NaN,NaN,6.9457,0.14786,2.639,0.097965,NaN,NaN,6.9548,0.59135,2.7774,0.63461,NaN,NaN,8.8745,0.8681,4.5356,0.92765,NaN,NaN,13.752,1.9093,7.871,1.0498,NaN,NaN,11.037,1.6697,4.9667,0.84609,NaN,NaN,2.7742,1.1588,0.32581,0.67481,NaN,NaN,0.71935,0.45416,0.16129,0.59454,NaN,NaN,1.446,1.3329,1.3958,1.8502,NaN,NaN,8.0051,1.9716,4.101,1.4537,NaN,NaN,7.0577,0.3904,2.789,0.39899,NaN,NaN,11.252,2.5329,5.8157,1.7645,NaN,NaN,1.649,1.353,0.61823,1.2956,NaN,NaN,6.0099,4.2487,4.0659,3.1787
306,2002,NaN,NaN,1.8915,2.7977,2.3615,2.7033,NaN,NaN,8.8467,0.41699,5.4033,1.1333,NaN,NaN,8.2871,0.066085,4.2,0.13225,NaN,NaN,8.2972,0.064645,4.0385,0.065785,NaN,NaN,8.1256,0.10232,3.8036,0.082668,NaN,NaN,8.0548,0.061499,3.6226,0.083291,NaN,NaN,9.76,0.91207,6.6,2.4277,NaN,NaN,11.333,1.0098,8.5182,1.4307,NaN,NaN,12.942,1.8995,8.2251,1.8497,NaN,NaN,2.9798,2.4784,1.1206,1.6662,NaN,NaN,0.27895,0.30063,0,0,NaN,NaN,1.0093,2.2716,0.15681,0.61852,NaN,NaN,6.3205,3.5603,3.9751,2.1056,NaN,NaN,8.1602,0.12905,3.8219,0.18972,NaN,NaN,11.343,1.8646,7.7876,2.1148,NaN,NaN,1.2179,2.2297,0.30613,0.95767,NaN,NaN,0.099115,0.17753,0,0
306,2003,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0.26344,1.5336,1.0401,2.6292,NaN,NaN,9.2957,0.62639,5.4266,1.2896,NaN,NaN,8.781,0.38989,4.2694,0.25787,NaN,NaN,11.444,1.8052,6.0454,1.0328,NaN,NaN,14.162,3.4574,8.1947,2.3255,NaN,NaN,15.065,3.6039,8.7639,2.2214,NaN,NaN,2.802,2.6993,1.1902,1.711,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,6.0047,4.2871,3.5164,2.5236,NaN,NaN,13.549,3.4285,7.6603,2.2722,NaN,NaN,0.93741,2.0455,0.39818,1.1375,NaN,NaN,0,0,0,0
